Frames,RightFootEE,,,RightToeBase,,,RightFoot,,,RightLeg,,,RightUpLeg,,,LeftFootEE,,,LeftToeBase,,,LeftFoot,,,LeftLeg,,,LeftUpLeg,,,RightHandEE,,,RightHand,,,RightForeArm,,,RightArm,,,RightShoulder,,,LeftHandEE,,,LeftHand,,,LeftForeArm,,,LeftArm,,,LeftShoulder,,,HeadEE,,,Head,,,Neck,,,Spine4,,,Spine3,,,Spine2,,,Spine1,,,Spine,,,Hips,,,
21,-1412.67,-1047.66,-4581.57,-1445.02,-1073.11,-4506.18,-1493.21,-1068.61,-4366.51,-1448.7,-752.568,-4077.74,-1406.14,-965.682,-3654.7,-1149.56,-1268.29,-4509.75,-1182.57,-1295.4,-4435.23,-1242.49,-1279.1,-4301.08,-1402.74,-922.674,-4120.71,-1554.15,-1042.49,-3686.07,-1408.89,-736.833,-3821.27,-1412.34,-775.704,-3739.07,-1346.19,-807.358,-3500.76,-1437.7,-629.281,-3309.54,-1592.98,-592.076,-3363.75,-1598.05,-773.796,-3743.57,-1682.4,-740.348,-3736.74,-1886.67,-797.822,-3605.84,-1831.44,-667.392,-3367.95,-1673.95,-607.63,-3360.07,-1674.49,-356.407,-3204.31,-1648.94,-498.072,-3298.36,-1634.34,-578.309,-3325.49,-1619.94,-660.697,-3321.33,-1598.89,-786.223,-3388.85,-1579.08,-857.186,-3452.29,-1555.17,-908.066,-3511.39,-1508.93,-989.294,-3570.81,-1489.74,-999.154,-3637.19,
22,-1411.93,-1047.47,-4581.53,-1444.41,-1072.9,-4506.18,-1492.76,-1068.34,-4366.57,-1448.19,-752.359,-4077.74,-1406.42,-965.822,-3654.79,-1150,-1268.83,-4510.45,-1182.74,-1295.94,-4435.8,-1242.28,-1279.64,-4301.49,-1402.65,-923.351,-4120.94,-1554.56,-1042.34,-3686.25,-1409.46,-736.978,-3821.29,-1412.22,-775.848,-3739.06,-1345.7,-807.541,-3500.86,-1437.72,-629.531,-3309.82,-1592.86,-591.926,-3364.16,-1597.87,-773.563,-3743.77,-1682.25,-740.238,-3736.79,-1886.39,-797.631,-3605.64,-1831.23,-667.509,-3367.57,-1673.85,-607.354,-3360.58,-1674.41,-356.352,-3204.4,-1648.82,-497.837,-3298.7,-1634.24,-578.045,-3325.93,-1619.97,-660.451,-3321.7,-1599.01,-786.097,-3389.02,-1579.24,-857.125,-3452.4,-1555.38,-908.052,-3511.48,-1509.26,-989.318,-3570.94,-1490.08,-999.161,-3637.33,
23,-1411.1,-1047.21,-4581.49,-1443.71,-1072.62,-4506.19,-1492.25,-1067.97,-4366.65,-1447.69,-751.981,-4077.82,-1406.94,-965.866,-3654.99,-1150.63,-1269.37,-4511.18,-1182.97,-1296.5,-4436.36,-1241.99,-1280.21,-4301.83,-1402.58,-924.166,-4120.99,-1555.11,-1042.39,-3686.31,-1410.16,-737.182,-3821.16,-1412.21,-776.036,-3738.9,-1345.2,-807.613,-3500.83,-1437.8,-629.676,-3310,-1592.75,-591.828,-3364.7,-1597.59,-773.128,-3743.91,-1682.06,-740.043,-3736.86,-1886.03,-797.409,-3605.42,-1831.12,-667.462,-3367.19,-1673.76,-607.163,-3361,-1674.09,-356.267,-3204.56,-1648.61,-497.623,-3299.1,-1634.08,-577.813,-3326.4,-1619.9,-660.228,-3322.05,-1599.14,-786.047,-3389.11,-1579.5,-857.174,-3452.43,-1555.72,-908.155,-3511.48,-1509.68,-989.41,-3571.02,-1490.58,-999.223,-3637.44,
24,-1410.36,-1046.28,-4581.59,-1443.06,-1071.74,-4506.35,-1491.7,-1067.17,-4366.84,-1447.22,-751.415,-4077.75,-1407.51,-966.054,-3655.2,-1151.11,-1269.59,-4511.87,-1183.15,-1296.75,-4436.94,-1241.77,-1280.53,-4302.22,-1402.57,-924.773,-4121.02,-1555.8,-1042.38,-3686.41,-1411.01,-737.406,-3820.89,-1412.3,-776.272,-3738.62,-1344.77,-807.518,-3500.65,-1437.96,-629.773,-3309.92,-1592.72,-591.715,-3365.02,-1597.21,-772.574,-3744.2,-1681.81,-739.847,-3736.92,-1885.63,-797.182,-3605.26,-1831.07,-667.395,-3366.87,-1673.75,-606.954,-3361.29,-1674.01,-356.378,-3204.28,-1648.54,-497.476,-3299.19,-1634.02,-577.612,-3326.66,-1619.93,-660.043,-3322.3,-1599.33,-785.951,-3389.24,-1579.8,-857.132,-3452.53,-1556.12,-908.157,-3511.59,-1510.22,-989.468,-3571.16,-1491.18,-999.301,-3637.59,
25,-1409.52,-1044.67,-4581.81,-1442.24,-1070.33,-4506.65,-1490.95,-1066.08,-4367.16,-1446.82,-750.907,-4077.38,-1408.02,-966.121,-3655.04,-1151.24,-1269.81,-4512.26,-1183.12,-1297,-4437.27,-1241.55,-1280.82,-4302.46,-1402.56,-925.215,-4121.14,-1556.28,-1042.38,-3686.58,-1411.84,-737.42,-3820.34,-1412.57,-776.515,-3738.18,-1344.51,-807.406,-3500.31,-1438.12,-629.779,-3309.69,-1592.71,-591.724,-3365.27,-1596.7,-771.883,-3744.73,-1681.46,-739.691,-3737.01,-1885.14,-796.891,-3605.07,-1831.16,-667.045,-3366.58,-1673.78,-606.717,-3361.55,-1673.47,-356.438,-3203.98,-1648.3,-497.349,-3299.25,-1633.96,-577.463,-3326.88,-1620.14,-659.939,-3322.51,-1599.9,-785.957,-3389.35,-1580.49,-857.194,-3452.62,-1556.82,-908.244,-3511.66,-1510.9,-989.559,-3571.21,-1491.73,-999.352,-3637.61,
26,-1408.55,-1042.46,-4582.2,-1441.26,-1068.44,-4507.15,-1489.99,-1064.74,-4367.64,-1446.4,-750.489,-4076.78,-1408.55,-966.282,-3654.65,-1151.49,-1270.3,-4512.49,-1183.12,-1297.46,-4437.39,-1241.22,-1281.24,-4302.45,-1402.48,-925.746,-4121.12,-1556.88,-1042.21,-3686.62,-1412.81,-737.243,-3819.56,-1412.99,-776.717,-3737.58,-1344.31,-807.342,-3499.85,-1438.43,-629.985,-3309.23,-1592.76,-591.745,-3365.39,-1596.08,-771.147,-3745.62,-1681,-739.553,-3737.2,-1884.57,-796.696,-3605.07,-1831.32,-666.714,-3366.48,-1673.89,-606.481,-3361.83,-1673.21,-356.322,-3204,-1648.23,-497.177,-3299.41,-1634.04,-577.306,-3327.07,-1620.5,-659.821,-3322.6,-1600.51,-785.983,-3389.25,-1581.17,-857.29,-3452.46,-1557.5,-908.374,-3511.47,-1511.63,-989.686,-3571.06,-1492.35,-999.394,-3637.45,
27,-1407.76,-1039.19,-4582.89,-1440.39,-1065.67,-4507.97,-1489.04,-1062.83,-4368.42,-1446.07,-750.023,-4075.92,-1408.98,-966.337,-3653.98,-1151.59,-1270.66,-4512.66,-1183.03,-1297.82,-4437.48,-1240.91,-1281.59,-4302.44,-1402.36,-926.216,-4121.06,-1557.39,-1041.85,-3686.57,-1413.99,-736.976,-3818.61,-1413.54,-776.796,-3736.79,-1344.15,-807.418,-3499.27,-1438.87,-630.389,-3308.64,-1592.98,-591.813,-3365.2,-1595.3,-770.085,-3747,-1680.5,-739.604,-3737.46,-1884.05,-796.582,-3605.21,-1831.67,-666.337,-3366.57,-1674.16,-606.295,-3361.9,-1673.12,-356.171,-3203.94,-1648.35,-497.045,-3299.37,-1634.35,-577.21,-3327.03,-1621.07,-659.765,-3322.45,-1601.24,-786.048,-3388.91,-1581.91,-857.397,-3452.07,-1558.18,-908.485,-3511.06,-1512.34,-989.751,-3570.74,-1492.91,-999.314,-3637.1,
28,-1407.16,-1034.64,-4583.78,-1439.67,-1061.76,-4509.03,-1488.18,-1060.09,-4369.42,-1445.7,-749.376,-4074.61,-1409.32,-966.446,-3653.01,-1151.43,-1270.56,-4512.84,-1182.78,-1297.77,-4437.64,-1240.54,-1281.61,-4302.54,-1402.17,-926.418,-4120.97,-1557.81,-1041.38,-3686.51,-1415.36,-736.582,-3817.34,-1414.29,-776.763,-3735.71,-1343.94,-807.678,-3498.51,-1439.33,-630.879,-3308,-1593.3,-591.912,-3364.64,-1594.46,-768.717,-3748.64,-1680.01,-739.712,-3737.74,-1883.5,-796.668,-3605.39,-1832.19,-665.74,-3366.9,-1674.56,-606.069,-3361.78,-1672.91,-356.081,-3203.47,-1648.51,-496.963,-3298.99,-1634.81,-577.167,-3326.67,-1621.89,-659.779,-3322.08,-1602.22,-786.097,-3388.53,-1582.83,-857.437,-3451.68,-1558.99,-908.506,-3510.64,-1513.14,-989.763,-3570.32,-1493.42,-999.197,-3636.61,
29,-1407.07,-1029.19,-4584.85,-1439.37,-1057.06,-4510.29,-1487.56,-1056.72,-4370.55,-1445.22,-748.497,-4073.13,-1409.7,-966.587,-3651.98,-1151.11,-1270.35,-4512.84,-1182.43,-1297.68,-4437.67,-1240.18,-1281.74,-4302.54,-1401.9,-926.87,-4120.42,-1558.33,-1041.02,-3686.03,-1416.94,-736.124,-3815.73,-1415.23,-776.673,-3734.29,-1343.74,-808.011,-3497.49,-1440.03,-631.35,-3307.3,-1593.86,-591.958,-3364.05,-1593.5,-767.108,-3750.29,-1679.41,-739.789,-3737.89,-1882.98,-796.897,-3605.73,-1832.86,-665.393,-3367.31,-1675.15,-605.966,-3361.57,-1673.12,-355.723,-3203.5,-1649.02,-496.824,-3298.77,-1635.53,-577.114,-3326.31,-1622.78,-659.743,-3321.58,-1603.01,-786.143,-3387.84,-1583.51,-857.511,-3450.93,-1559.58,-908.59,-3509.84,-1513.78,-989.823,-3569.6,-1493.94,-999.143,-3635.87,
30,-1407.24,-1022.32,-4586.08,-1439.42,-1051,-4511.78,-1487.35,-1052.15,-4371.96,-1444.66,-747.023,-4071.41,-1409.99,-966.524,-3650.92,-1151.06,-1269.5,-4513.26,-1182.27,-1297.02,-4438.11,-1239.85,-1281.43,-4302.87,-1401.49,-927.068,-4119.69,-1558.72,-1040.57,-3685.42,-1418.64,-735.447,-3813.62,-1416.26,-776.513,-3732.46,-1343.58,-808.354,-3496.09,-1440.8,-631.576,-3306.49,-1594.65,-592.006,-3363.06,-1592.37,-765.296,-3751.76,-1678.58,-739.793,-3737.71,-1882.41,-797.36,-3606.16,-1833.77,-664.997,-3367.9,-1675.96,-605.983,-3360.93,-1673.52,-355.512,-3203.01,-1649.78,-496.806,-3298.09,-1636.48,-577.165,-3325.52,-1623.78,-659.797,-3320.74,-1603.78,-786.177,-3386.97,-1584.11,-857.505,-3450.05,-1560.07,-908.547,-3508.95,-1514.29,-989.729,-3568.79,-1494.33,-998.94,-3635.04,
31,-1407.57,-1014.5,-4587.34,-1439.71,-1044.08,-4513.38,-1487.44,-1046.94,-4373.51,-1443.97,-745.694,-4069.18,-1410.06,-966.434,-3649.28,-1150.49,-1268.61,-4513.38,-1181.81,-1296.36,-4438.37,-1239.51,-1281.16,-4303.13,-1400.92,-927.229,-4118.92,-1558.77,-1040.06,-3684.7,-1420.48,-734.577,-3811.01,-1417.33,-776.253,-3730.18,-1343.19,-808.721,-3494.35,-1441.69,-631.825,-3305.51,-1595.53,-592.162,-3362.03,-1591.03,-763.359,-3753.08,-1677.49,-739.938,-3737.1,-1881.89,-797.803,-3606.57,-1834.75,-664.714,-3368.42,-1676.88,-605.992,-3360.43,-1673.82,-355.038,-3203.08,-1650.56,-496.742,-3297.66,-1637.59,-577.241,-3324.84,-1625.06,-659.89,-3319.89,-1604.86,-786.323,-3385.96,-1584.93,-857.644,-3448.96,-1560.66,-908.65,-3507.8,-1514.76,-989.722,-3567.69,-1494.53,-998.737,-3633.89,
32,-1408.53,-1005.19,-4588.89,-1440.54,-1035.84,-4515.31,-1487.92,-1040.75,-4375.38,-1443.32,-744.165,-4066.67,-1409.92,-966.312,-3647.47,-1150.12,-1267.61,-4513.54,-1181.55,-1295.6,-4438.66,-1239.33,-1280.82,-4303.41,-1400.3,-927.335,-4117.97,-1558.43,-1039.9,-3683.78,-1422.36,-733.562,-3807.93,-1418.36,-775.854,-3727.46,-1342.66,-809.131,-3492.24,-1442.6,-631.96,-3304.42,-1596.42,-592.338,-3361.04,-1589.63,-761.344,-3754.36,-1676.27,-740.373,-3736.07,-1881.55,-798.115,-3606.87,-1835.75,-664.411,-3368.8,-1677.8,-606.048,-3359.82,-1673.76,-354.542,-3203.13,-1651.21,-496.706,-3297.19,-1638.62,-577.354,-3324.11,-1626.24,-660.018,-3319.03,-1605.92,-786.487,-3384.99,-1585.76,-857.814,-3447.92,-1561.23,-908.796,-3506.67,-1515.03,-989.772,-3566.46,-1494.46,-998.663,-3632.57,
33,-1409.84,-994.419,-4590.73,-1441.66,-1026.33,-4517.6,-1488.57,-1033.66,-4377.62,-1442.7,-742.542,-4063.93,-1409.54,-966.221,-3645.52,-1149.87,-1266.73,-4513.66,-1181.44,-1294.94,-4438.92,-1239.33,-1280.55,-4303.68,-1399.74,-927.428,-4117.06,-1557.89,-1039.66,-3682.8,-1424.29,-732.589,-3804.5,-1419.3,-775.368,-3724.34,-1341.98,-809.567,-3489.78,-1443.52,-632.136,-3303.07,-1597.23,-592.486,-3359.95,-1588.44,-759.493,-3755.76,-1675.06,-740.969,-3734.93,-1881.29,-798.433,-3607.12,-1836.6,-664.255,-3369.11,-1678.63,-606.091,-3359.21,-1673.88,-353.984,-3203.3,-1651.88,-496.649,-3296.73,-1639.63,-577.452,-3323.34,-1627.39,-660.127,-3318.12,-1606.84,-786.623,-3383.96,-1586.41,-857.948,-3446.79,-1561.58,-908.906,-3505.44,-1515.1,-989.797,-3565.14,-1494.18,-998.56,-3631.15,
34,-1411.37,-981.803,-4592.96,-1442.91,-1015.19,-4520.37,-1489.23,-1025.33,-4380.36,-1442.18,-740.435,-4061.18,-1409.1,-965.998,-3643.78,-1150.37,-1265.85,-4514.08,-1181.86,-1294.25,-4439.38,-1239.55,-1280.19,-4304.01,-1399.39,-927.446,-4116.19,-1557.31,-1039.37,-3681.76,-1426.12,-731.666,-3800.68,-1420.13,-774.912,-3720.84,-1341.34,-810.101,-3486.92,-1444.44,-632.229,-3301.48,-1598.01,-592.529,-3358.69,-1587.55,-757.873,-3757.39,-1673.93,-741.638,-3733.84,-1881.01,-798.838,-3607.3,-1837.41,-664.02,-3369.44,-1679.41,-606.14,-3358.32,-1674.2,-353.521,-3203.11,-1652.6,-496.608,-3295.99,-1640.57,-577.529,-3322.34,-1628.35,-660.203,-3317.04,-1607.51,-786.649,-3382.88,-1586.79,-857.933,-3445.68,-1561.71,-908.848,-3504.25,-1515,-989.668,-3563.86,-1493.8,-998.345,-3629.8,
35,-1412.37,-967.697,-4595.27,-1443.68,-1002.77,-4523.38,-1489.5,-1016.13,-4383.49,-1441.61,-738.452,-4058.14,-1408.56,-965.759,-3641.68,-1151.18,-1265.59,-4514.31,-1182.62,-1294.08,-4439.62,-1240.12,-1280.17,-4304.15,-1399.2,-927.52,-4115.52,-1556.54,-1039,-3680.76,-1427.61,-730.762,-3796.4,-1420.87,-774.516,-3716.9,-1340.85,-810.803,-3483.56,-1445.27,-632.091,-3299.68,-1598.64,-592.591,-3357.58,-1586.76,-756.457,-3759.1,-1672.78,-742.452,-3732.95,-1880.61,-798.929,-3607.3,-1838.05,-663.81,-3369.43,-1680.07,-606.037,-3357.7,-1674.26,-352.802,-3203.44,-1653.1,-496.428,-3295.58,-1641.38,-577.51,-3321.57,-1629.36,-660.204,-3316.11,-1608.38,-786.691,-3381.83,-1587.39,-857.983,-3444.53,-1562,-908.873,-3502.99,-1514.96,-989.59,-3562.48,-1493.36,-998.117,-3628.31,
36,-1412.81,-951.33,-4597.71,-1443.84,-988.388,-4526.7,-1489.16,-1005.57,-4387.05,-1441.15,-736.228,-4054.78,-1408.11,-965.975,-3639.67,-1152.39,-1265.39,-4514.41,-1183.83,-1293.94,-4439.75,-1241.2,-1280.14,-4304.22,-1399.46,-927.491,-4114.88,-1556.15,-1038.53,-3679.78,-1428.73,-729.825,-3791.62,-1421.36,-774.396,-3712.63,-1340.7,-811.46,-3479.64,-1446.07,-631.599,-3297.43,-1599.16,-592.502,-3356.33,-1585.97,-755.417,-3760.63,-1671.54,-743.236,-3732.2,-1880.04,-798.711,-3607.22,-1838.45,-663.916,-3368.99,-1680.61,-605.77,-3357.13,-1674.86,-352.151,-3203.51,-1653.73,-496.175,-3295.04,-1642.18,-577.373,-3320.74,-1630.37,-660.091,-3315.19,-1609.12,-786.556,-3380.86,-1587.84,-857.836,-3443.47,-1562.19,-908.741,-3501.81,-1515.08,-989.521,-3561.16,-1493.11,-998.01,-3626.87,
37,-1412.98,-932.913,-4600.22,-1443.48,-972.265,-4530.22,-1488.01,-993.85,-4390.94,-1440.71,-733.709,-4051.32,-1407.84,-966.028,-3637.62,-1154.48,-1265.5,-4514.47,-1185.77,-1294.06,-4439.74,-1242.78,-1280.26,-4304.06,-1400.1,-927.514,-4114.12,-1555.78,-1038.31,-3678.6,-1429.38,-729.052,-3786.42,-1421.78,-774.497,-3707.96,-1340.54,-812.13,-3475.25,-1446.95,-630.936,-3294.98,-1599.65,-592.369,-3355.22,-1585.14,-754.719,-3761.9,-1670.19,-743.926,-3731.4,-1879.23,-798.219,-3606.8,-1838.88,-663.893,-3368.1,-1681.13,-605.463,-3356.45,-1675.2,-351.407,-3203.61,-1654.21,-495.844,-3294.51,-1642.82,-577.157,-3319.92,-1631.22,-659.896,-3314.25,-1609.9,-786.397,-3379.84,-1588.42,-857.712,-3442.34,-1562.56,-908.65,-3500.56,-1515.27,-989.466,-3559.71,-1492.97,-997.934,-3625.31,
38,-1413.18,-912.542,-4602.69,-1442.83,-954.47,-4533.82,-1486.15,-981.003,-4395.01,-1440.16,-730.887,-4047.77,-1407.91,-966.274,-3635.76,-1156.66,-1265.43,-4514.29,-1187.93,-1294.02,-4439.57,-1244.78,-1280.27,-4303.81,-1401.21,-927.447,-4113.29,-1555.97,-1037.95,-3677.36,-1429.56,-728.552,-3781.07,-1422.1,-774.889,-3703.12,-1340.6,-812.717,-3470.54,-1447.76,-630.081,-3292.18,-1600.02,-592.16,-3353.94,-1584.19,-754.236,-3762.55,-1668.77,-744.535,-3730.42,-1878.29,-797.584,-3606.12,-1839.13,-663.962,-3366.82,-1681.51,-605.083,-3355.62,-1675.84,-350.734,-3203.39,-1654.7,-495.475,-3293.78,-1643.35,-576.871,-3318.94,-1631.95,-659.63,-3313.17,-1610.53,-786.16,-3378.66,-1588.93,-857.508,-3441.08,-1562.95,-908.497,-3499.2,-1515.71,-989.405,-3558.27,-1493.2,-997.877,-3623.8,
39,-1412.3,-890.454,-4604.37,-1441.06,-935.19,-4536.91,-1483.22,-967.196,-4398.9,-1439.52,-728.417,-4043.47,-1407.91,-967.295,-3633.43,-1159.1,-1265.24,-4513.98,-1190.37,-1293.81,-4439.25,-1247.11,-1280.07,-4303.45,-1402.8,-927.12,-4112.56,-1556.16,-1037.89,-3676.2,-1429.73,-728.465,-3775.88,-1422.28,-775.48,-3698.33,-1340.65,-813.083,-3465.76,-1448.76,-629.465,-3288.99,-1600.26,-591.834,-3352.78,-1583.06,-754.012,-3762.66,-1667.16,-745.108,-3729.07,-1877.16,-796.839,-3605.01,-1839.18,-664.074,-3365.05,-1681.8,-604.32,-3355.23,-1676.48,-350.148,-3202.84,-1655.08,-494.956,-3293.06,-1643.84,-576.384,-3318.16,-1632.92,-659.211,-3312.43,-1611.57,-785.728,-3377.98,-1589.83,-857.135,-3440.28,-1563.69,-908.263,-3498.2,-1516.52,-989.546,-3556.82,-1493.53,-998.242,-3622.15,
40,-1411.2,-868.334,-4605.55,-1438.76,-915.903,-4539.55,-1479.3,-953.468,-4402.45,-1438.31,-726.059,-4039.33,-1408.28,-968.077,-3631.02,-1161.74,-1265.21,-4513.42,-1192.93,-1293.78,-4438.66,-1249.53,-1280.08,-4302.8,-1404.9,-927.176,-4111.56,-1556.6,-1038,-3674.64,-1429.56,-728.431,-3770.85,-1422.23,-776.158,-3693.73,-1340.87,-813.596,-3461.03,-1449.79,-628.872,-3285.91,-1600.45,-591.657,-3351.87,-1581.55,-754.236,-3761.99,-1665.28,-745.68,-3727.4,-1875.83,-796.194,-3603.78,-1839.28,-664.08,-3363.23,-1682.04,-603.748,-3354.8,-1676.98,-349.347,-3202.99,-1655.34,-494.424,-3292.72,-1644.17,-575.939,-3317.57,-1633.69,-658.808,-3311.61,-1612.57,-785.535,-3376.82,-1590.79,-857.113,-3438.92,-1564.55,-908.404,-3496.65,-1517.41,-989.882,-3555.02,-1494.1,-998.653,-3620.22,
41,-1409.96,-845.755,-4605.92,-1436.03,-896.227,-4541.49,-1474.57,-939.515,-4405.51,-1436.74,-723.888,-4034.93,-1408.69,-969.329,-3628.52,-1165.04,-1264.67,-4513.1,-1195.95,-1293.29,-4438.24,-1252.22,-1279.72,-4302.23,-1407.79,-927.142,-4110.54,-1557.17,-1038.39,-3672.93,-1428.96,-728.467,-3766.23,-1422.12,-776.9,-3689.5,-1341.43,-814.051,-3456.53,-1450.88,-628.435,-3282.69,-1600.6,-591.521,-3350.94,-1579.53,-754.612,-3760.74,-1662.96,-746.543,-3725.34,-1874.33,-795.64,-3602.55,-1839.28,-664.187,-3361.42,-1682.22,-603.22,-3354.4,-1677.81,-348.809,-3202.8,-1655.69,-493.984,-3292.25,-1644.47,-575.541,-3316.94,-1634.43,-658.45,-3310.81,-1613.48,-785.374,-3375.69,-1591.67,-857.138,-3437.56,-1565.36,-908.634,-3495.08,-1518.37,-990.425,-3553.12,-1494.74,-999.382,-3618.19,
42,-1408.68,-823.783,-4605.21,-1432.97,-877.121,-4542.41,-1469.06,-926.121,-4407.71,-1434.57,-722.359,-4030.15,-1409.18,-971.074,-3625.56,-1168.5,-1264,-4512.71,-1199.11,-1292.71,-4437.76,-1255.15,-1279.35,-4301.63,-1411.45,-927.34,-4109.51,-1557.8,-1039.16,-3671.02,-1428.1,-728.523,-3762.07,-1422.07,-777.563,-3685.66,-1342.11,-814.971,-3452.48,-1451.76,-628.219,-3279.98,-1600.65,-591.576,-3350.16,-1577,-755.161,-3759.08,-1660.18,-747.678,-3722.94,-1872.56,-795.249,-3601.29,-1839.23,-664.257,-3359.67,-1682.32,-602.724,-3354.28,-1678.44,-348.308,-3202.87,-1655.87,-493.595,-3292.02,-1644.7,-575.211,-3316.54,-1635.28,-658.174,-3310.16,-1614.66,-785.396,-3374.56,-1592.84,-857.424,-3436.12,-1566.44,-909.189,-3493.35,-1519.56,-991.354,-3550.96,-1495.52,-1000.53,-3615.85,
43,-1407.05,-803.357,-4603.64,-1429.5,-859.267,-4542.41,-1463.08,-913.454,-4409.05,-1432.06,-720.656,-4025.49,-1409.92,-972.959,-3622.93,-1172,-1262.7,-4512.36,-1202.3,-1291.65,-4437.38,-1258.19,-1278.81,-4301.14,-1415.77,-927.878,-4108.08,-1558.68,-1040.55,-3668.68,-1427.07,-728.6,-3758.48,-1422.25,-778.087,-3682.27,-1343.3,-816.445,-3448.9,-1452.53,-628.037,-3277.96,-1600.85,-591.784,-3349.52,-1573.93,-755.943,-3757.17,-1656.98,-749.001,-3720.65,-1870.41,-794.919,-3600.2,-1839.33,-664.586,-3357.92,-1682.55,-602.632,-3353.92,-1679.33,-348.098,-3202.84,-1656.25,-493.463,-3291.74,-1644.97,-575.116,-3316.09,-1635.89,-658.094,-3309.4,-1615.52,-785.641,-3373.24,-1593.76,-857.965,-3434.47,-1567.36,-910.022,-3491.44,-1520.63,-992.552,-3548.64,-1496.41,-1002.02,-3613.42,
44,-1404.53,-785.387,-4600.88,-1425.18,-843.577,-4541.16,-1456.36,-902.421,-4409.2,-1429.48,-719.585,-4020.48,-1410.82,-975.44,-3619.99,-1175.24,-1261.54,-4511.92,-1205.22,-1290.79,-4436.92,-1261.08,-1278.54,-4300.62,-1420.44,-928.92,-4106.65,-1559.85,-1042.08,-3666.25,-1426.17,-728.926,-3755.43,-1422.5,-778.579,-3679.26,-1344.75,-818.362,-3445.73,-1453.02,-627.979,-3276.36,-1600.98,-592.201,-3348.9,-1570.43,-756.63,-3755.46,-1653.35,-750.596,-3718.49,-1867.84,-794.618,-3599.23,-1839.28,-665.157,-3356.17,-1682.7,-602.619,-3353.84,-1680.22,-347.892,-3203.23,-1656.58,-493.411,-3291.73,-1645.26,-575.134,-3315.82,-1636.68,-658.131,-3308.74,-1616.55,-786.081,-3371.84,-1594.82,-858.754,-3432.67,-1568.43,-911.157,-3489.32,-1521.99,-994.114,-3546.14,-1497.55,-1003.88,-3610.79,
45,-1400.79,-770.479,-4597.46,-1419.79,-830.507,-4539.03,-1448.88,-893.101,-4408.32,-1427.1,-718.112,-4015.69,-1411.89,-978.272,-3617.84,-1176.97,-1259.91,-4510.88,-1206.89,-1289.7,-4436.07,-1263.23,-1278.56,-4299.87,-1425.38,-931.054,-4104.42,-1561.47,-1044.42,-3663.03,-1425.23,-729.549,-3752.51,-1422.72,-779.287,-3676.36,-1346.19,-820.528,-3442.67,-1453.48,-627.819,-3275.32,-1601.21,-592.545,-3348.57,-1566.42,-757.271,-3753.8,-1649.28,-752.188,-3716.55,-1864.76,-794.621,-3598.5,-1839.24,-666.307,-3354.5,-1682.92,-603.094,-3353.5,-1681.82,-347.753,-3204.04,-1657.3,-493.508,-3291.91,-1645.58,-575.291,-3315.6,-1636.86,-658.225,-3307.96,-1616.54,-786.604,-3370.12,-1594.87,-859.684,-3430.48,-1568.73,-912.504,-3486.87,-1522.81,-995.965,-3543.37,-1498.72,-1006.22,-3608.08,
46,-1397.92,-758.072,-4593.55,-1414.43,-819.745,-4536.08,-1440.46,-885.571,-4406.32,-1425.26,-716.18,-4010.93,-1412.82,-980.324,-3615.62,-1178.01,-1258.33,-4510.13,-1207.62,-1288.72,-4435.44,-1264.23,-1278.8,-4299.26,-1429.8,-933.847,-4102.16,-1562.5,-1047,-3659.69,-1424.25,-730.536,-3749.19,-1422.59,-780.498,-3673.16,-1346.97,-822.753,-3439.35,-1453.73,-627.503,-3274.63,-1601.55,-593.259,-3348.19,-1562,-757.838,-3751.89,-1644.95,-753.53,-3714.74,-1861.16,-794.78,-3597.61,-1839.63,-667.089,-3352.9,-1683.26,-603.991,-3352.69,-1682.5,-347.813,-3204.69,-1657.73,-493.941,-3291.87,-1645.81,-575.819,-3315.13,-1636.91,-658.677,-3306.91,-1616.62,-787.509,-3368.14,-1595.09,-860.978,-3428.07,-1569.11,-914.123,-3484.23,-1523.32,-997.815,-3540.49,-1499.55,-1008.38,-3605.27,
47,-1394.73,-748.405,-4589.02,-1408.43,-811.426,-4532.28,-1431.23,-879.845,-4403.25,-1424.21,-714.359,-4005.99,-1413.24,-981.925,-3612.94,-1177.8,-1256.33,-4509.51,-1207.22,-1287.45,-4435.05,-1264.38,-1278.94,-4299,-1433.92,-936.888,-4100.22,-1562.77,-1049.3,-3656.42,-1423.5,-731.962,-3745.19,-1422.14,-782.169,-3669.31,-1346.65,-825.004,-3435.57,-1453.74,-627.237,-3274.1,-1601.96,-594.017,-3347.35,-1557.46,-758.407,-3749.51,-1640.57,-754.692,-3712.65,-1857.6,-795.094,-3596.74,-1840.03,-668,-3351.4,-1683.67,-604.859,-3351.5,-1682.8,-347.997,-3204.65,-1658.08,-494.457,-3291.28,-1646.11,-576.422,-3314.21,-1637.11,-659.225,-3305.55,-1616.89,-788.398,-3366.08,-1595.43,-862.167,-3425.67,-1569.47,-915.554,-3481.6,-1523.55,-999.398,-3537.54,-1499.85,-1010.21,-3602.3,
